"Country_Year","Year","BronzeCount","SilverCount","GoldCount","TotalMedalCount","Density Value","GDP Value","Pop Value","DensityPerBronze","DensityPerSilver","DensityPerGold","DensityPerTotal","GDPPerBronze","GDPPerSilver","GDPPerGold","GDPPerTotal","PopulationPerBronze","PopulationPerSilver","PopulationPerGold","PopulationPerTotal"
"Singapore 2008","2008","0","3","0","3","6913.422857","194000000000","4839396",NULL,"2304.4742856666666667",NULL,"2304.4742856666666667",NULL,"64666666666.66666667",NULL,"64666666666.66666667",NULL,"1613132.000000000000",NULL,"1613132.000000000000"
"Singapore 2012","2012","4","0","0","4","7524.6983","295000000000","5312437","1881.1745750000000000",NULL,NULL,"1881.1745750000000000","73750000000.00000000",NULL,NULL,"73750000000.00000000","1328109.250000000000",NULL,NULL,"1328109.250000000000"
"Singapore 2016","2016","0","0","1","1","7908.720733","319000000000","5607283",NULL,NULL,"7908.7207330000000000","7908.7207330000000000",NULL,NULL,"319000000000.00000000","319000000000.00000000",NULL,NULL,"5607283.000000000000","5607283.000000000000"
"Slovak Republic 1996","1996","1","1","1","3","111.7122869","27925036755","5373361","111.7122869000000000","111.7122869000000000","111.7122869000000000","37.2374289666666667","27925036755.00000000","27925036755.00000000","27925036755.00000000","9308345585.00000000","5373361.000000000000","5373361.000000000000","5373361.000000000000","1791120.333333333333"
"Slovak Republic 2000","2000","1","3","2","6","112.0316008","29242558797","5388720","112.0316008000000000","37.3438669333333333","56.0158004000000000","18.6719334666666667","29242558797.00000000","9747519599.00000000","14621279398.50000000","4873759799.50000000","5388720.000000000000","1796240.000000000000","2694360.000000000000","898120.000000000000"
"Slovak Republic 2004","2004","5","2","3","10","111.6898129","57437444469","5372280","22.3379625800000000","55.8449064500000000","37.2299376333333333","11.1689812900000000","11487488893.80000000","28718722234.50000000","19145814823.00000000","5743744446.90000000","1074456.000000000000","2686140.000000000000","1790760.000000000000","537228.000000000000"
"Slovak Republic 2006","2006","0","1","0","1","111.7059044","70767338922","5373054",NULL,"111.7059044000000000",NULL,"111.7059044000000000",NULL,"70767338922.00000000",NULL,"70767338922.00000000",NULL,"5373054.000000000000",NULL,"5373054.000000000000"
"Slovak Republic 2008","2008","1","5","4","10","111.8343659","101000000000","5379233","111.8343659000000000","22.3668731800000000","27.9585914750000000","11.1834365900000000","101000000000.00000000","20200000000.00000000","25250000000.00000000","10100000000.00000000","5379233.000000000000","1075846.600000000000","1344808.250000000000","537923.300000000000"
"Slovak Republic 2010","2010","1","1","1","3","112.1088769","91162836320","5391428","112.1088769000000000","112.1088769000000000","112.1088769000000000","37.3696256333333333","91162836320.00000000","91162836320.00000000","91162836320.00000000","30387612106.66666667","5391428.000000000000","5391428.000000000000","5391428.000000000000","1797142.666666666667"
"Slovak Republic 2012","2012","4","1","0","5","112.4517343","94623731086","5407579","28.1129335750000000","112.4517343000000000",NULL,"22.4903468600000000","23655932771.50000000","94623731086.00000000",NULL,"18924746217.20000000","1351894.750000000000","5407579.000000000000",NULL,"1081515.800000000000"
"Slovak Republic 2014","2014","0","0","1","1","112.7006864","101000000000","5418649",NULL,NULL,"112.7006864000000000","112.7006864000000000",NULL,NULL,"101000000000.00000000","101000000000.00000000",NULL,NULL,"5418649.000000000000","5418649.000000000000"
"Slovak Republic 2016","2016","0","5","3","8","112.9533694","89952699525","5430798",NULL,"22.5906738800000000","37.6511231333333333","14.1191711750000000",NULL,"17990539905.00000000","29984233175.00000000","11244087440.62500000",NULL,"1086159.600000000000","1810266.000000000000","678849.750000000000"
"Slovenia 1996","1996","0","2","0","2","98.74021847","21507232649","1988628",NULL,"49.3701092350000000",NULL,"49.3701092350000000",NULL,"10753616324.50000000",NULL,"10753616324.50000000",NULL,"994314.000000000000",NULL,"994314.000000000000"
"Slovenia 2000","2000","0","0","3","3","98.75496524","20289627637","1988925",NULL,NULL,"32.9183217466666667","32.9183217466666667",NULL,NULL,"6763209212.33333333","6763209212.33333333",NULL,NULL,"662975.000000000000","662975.000000000000"
"Slovenia 2002","2002","4","0","0","4","99.03326713","23489890274","1994530","24.7583167825000000",NULL,NULL,"24.7583167825000000","5872472568.50000000",NULL,NULL,"5872472568.50000000","498632.500000000000",NULL,NULL,"498632.500000000000"
"Slovenia 2004","2004","3","2","0","5","99.15650447","34414784504","1997012","33.0521681566666667","49.5782522350000000",NULL,"19.8313008940000000","11471594834.66666667","17207392252.00000000",NULL,"6882956900.80000000","665670.666666666667","998506.000000000000",NULL,"399402.400000000000"
"Slovenia 2008","2008","2","2","1","5","100.3323704","55779427740","2021316","50.1661852000000000","50.1661852000000000","100.3323704000000000","20.0664740800000000","27889713870.00000000","27889713870.00000000","55779427740.00000000","11155885548.00000000","1010658.000000000000","1010658.000000000000","2021316.000000000000","404263.200000000000"
"Slovenia 2010","2010","1","2","0","3","101.6858266","48208240226","2048583","101.6858266000000000","50.8429133000000000",NULL,"33.8952755333333333","48208240226.00000000","24104120113.00000000",NULL,"16069413408.66666667","2048583.000000000000","1024291.500000000000",NULL,"682861.000000000000"
"Slovenia 2012","2012","3","1","1","5","102.1140492","46577793184","2057159","34.0380164000000000","102.1140492000000000","102.1140492000000000","20.4228098400000000","15525931061.33333333","46577793184.00000000","46577793184.00000000","9315558636.80000000","685719.666666666667","2057159.000000000000","2057159.000000000000","411431.800000000000"
"Slovenia 2014","2014","4","2","2","8","102.3823237","49997186439","2061980","25.5955809250000000","51.1911618500000000","51.1911618500000000","12.7977904625000000","12499296609.75000000","24998593219.50000000","24998593219.50000000","6249648304.87500000","515495.000000000000","1030990.000000000000","1030990.000000000000","257747.500000000000"
"Slovenia 2016","2016","1","2","1","4","102.5241783","44766722791","2065042","102.5241783000000000","51.2620891500000000","102.5241783000000000","25.6310445750000000","44766722791.00000000","22383361395.50000000","44766722791.00000000","11191680697.75000000","2065042.000000000000","1032521.000000000000","2065042.000000000000","516260.500000000000"
"South Africa 1992","1992","0","3","0","3","34.42510861","147000000000","41760755",NULL,"11.4750362033333333",NULL,"11.4750362033333333",NULL,"49000000000.00000000",NULL,"49000000000.00000000",NULL,"13920251.666666666667",NULL,"13920251.666666666667"
"South Africa 1996","1996","1","1","3","5","36.81639697","163000000000","44661603","36.8163969700000000","36.8163969700000000","12.2721323233333333","7.3632793940000000","163000000000.00000000","163000000000.00000000","54333333333.33333333","32600000000.00000000","44661603.000000000000","44661603.000000000000","14887201.000000000000","8932320.600000000000"
"South Africa 2000","2000","3","2","0","5","38.59010131","152000000000","46813266","12.8633671033333333","19.2950506550000000",NULL,"7.7180202620000000","50666666666.66666667","76000000000.00000000",NULL,"30400000000.00000000","15604422.000000000000","23406633.000000000000",NULL,"9362653.200000000000"
"South Africa 2004","2004","3","3","4","10","40.02676718","256000000000","48556071","13.3422557266666667","13.3422557266666667","10.0066917950000000","4.0026767180000000","85333333333.33333333","85333333333.33333333","64000000000.00000000","25600000000.00000000","16185357.000000000000","16185357.000000000000","12139017.750000000000","4855607.100000000000"
"South Africa 2008","2008","0","1","0","1","41.68347938","316000000000","50565812",NULL,"41.6834793800000000",NULL,"41.6834793800000000",NULL,"316000000000.00000000",NULL,"316000000000.00000000",NULL,"50565812.000000000000",NULL,"50565812.000000000000"
"South Africa 2012","2012","1","2","6","9","43.80963737","434000000000","53145033","43.8096373700000000","21.9048186850000000","7.3016062283333333","4.8677374855555556","434000000000.00000000","217000000000.00000000","72333333333.33333333","48222222222.22222222","53145033.000000000000","26572516.500000000000","8857505.500000000000","5905003.666666666667"
"South Africa 2016","2016","14","7","2","23","46.51120197","324000000000","56422274","3.3222287121428571","6.6444574242857143","23.2556009850000000","2.0222261726086957","23142857142.85714286","46285714285.71428571","162000000000.00000000","14086956521.73913043","4030162.428571428571","8060324.857142857143","28211137.000000000000","2453142.347826086957"
"Spain 1972","1972","1","0","1","2","69.23940334","59132415221","34604469","69.2394033400000000",NULL,"69.2394033400000000","34.6197016700000000","59132415221.00000000",NULL,"59132415221.00000000","29566207610.50000000","34604469.000000000000",NULL,"34604469.000000000000","17302234.500000000000"
"Spain 1976","1976","0","6","0","6","72.33783454","119000000000","36137812",NULL,"12.0563057566666667",NULL,"12.0563057566666667",NULL,"19833333333.33333333",NULL,"19833333333.33333333",NULL,"6022968.666666666667",NULL,"6022968.666666666667"
"Spain 1980","1980","3","19","2","24","75.06189561","233000000000","37491165","25.0206318700000000","3.9506260847368421","37.5309478050000000","3.1275789837500000","77666666666.66666667","12263157894.73684211","116500000000.00000000","9708333333.33333333","12497055.000000000000","1973219.210526315789","18745582.500000000000","1562131.875000000000"
"Spain 1984","1984","3","14","2","19","76.74668429","172000000000","38330364","25.5822280966666667","5.4819060207142857","38.3733421450000000","4.0392991731578947","57333333333.33333333","12285714285.71428571","86000000000.00000000","9052631578.94736842","12776788.000000000000","2737883.142857142857","19165182.000000000000","2017387.578947368421"
"Spain 1988","1988","2","2","1","5","77.62081331","376000000000","38766939","38.8104066550000000","38.8104066550000000","77.6208133100000000","15.5241626620000000","188000000000.00000000","188000000000.00000000","376000000000.00000000","75200000000.00000000","19383469.500000000000","19383469.500000000000","38766939.000000000000","7753387.800000000000"
"Spain 1992","1992","3","19","48","70","78.40318156","631000000000","39157685","26.1343938533333333","4.1264832400000000","1.6333996158333333","1.1200454508571429","210333333333.33333333","33210526315.78947368","13145833333.33333333","9014285714.28571429","13052561.666666666667","2060930.789473684211","815785.104166666667","559395.500000000000"
"Spain 1996","1996","22","21","23","66","79.86915746","643000000000","39889852","3.6304162481818182","3.8032932123809524","3.4725720634782609","1.2101387493939394","29227272727.27272727","30619047619.04761905","27956521739.13043478","9742424242.42424242","1813175.090909090909","1899516.761904761905","1734341.391304347826","604391.696969696970"
"Spain 2000","2000","20","19","3","42","81.29832465","598000000000","40567864","4.0649162325000000","4.2788591921052632","27.0994415500000000","1.9356743964285714","29900000000.00000000","31473684210.52631579","199333333333.33333333","14238095238.09523810","2028393.200000000000","2135150.736842105263","13522621.333333333333","965901.523809523810"
"Spain 2004","2004","9","17","4","30","85.98480508","1070000000000","42921895","9.5538672311111111","5.0579297105882353","21.4962012700000000","2.8661601693333333","118888888888.88888889","62941176470.58823529","267500000000.00000000","35666666666.66666667","4769099.444444444444","2524817.352941176471","10730473.750000000000","1430729.833333333333"
"Spain 2008","2008","16","47","7","70","92.12932237","1630000000000","45954106","5.7580826481250000","1.9601983482978723","13.1613317671428571","1.3161331767142857","101875000000.00000000","34680851063.82978723","232857142857.14285714","23285714285.71428571","2872131.625000000000","977746.936170212766","6564872.285714285714","656487.228571428571"
"Spain 2012","2012","25","33","5","63","93.50683713","1320000000000","46773055","3.7402734852000000","2.8335405190909091","18.7013674260000000","1.4842355100000000","52800000000.00000000","40000000000.00000000","264000000000.00000000","20952380952.38095238","1870922.200000000000","1417365.303030303030","9354611.000000000000","742429.444444444444"
"Spain 2016","2016","17","19","9","45","93.04926296","1230000000000","46484062","5.4734860564705882","4.8973296294736842","10.3388069955555556","2.0677613991111111","72352941176.47058824","64736842105.26315789","136666666666.66666667","27333333333.33333333","2734356.588235294118","2446529.578947368421","5164895.777777777778","1032979.155555555556"
"Sri Lanka 2000","2000","0","1","0","1","299.4158986","16330814180","18776371",NULL,"299.4158986000000000",NULL,"299.4158986000000000",NULL,"16330814180.00000000",NULL,"16330814180.00000000",NULL,"18776371.000000000000",NULL,"18776371.000000000000"
"Sudan 2008","2008","0","1","0","1","13.4954718","64833083257","32065241",NULL,"13.4954718000000000",NULL,"13.4954718000000000",NULL,"64833083257.00000000",NULL,"64833083257.00000000",NULL,"32065241.000000000000",NULL,"32065241.000000000000"
"Suriname 1988","1988","0","0","1","1","2.577814103","1161000000","402139",NULL,NULL,"2.5778141030000000","2.5778141030000000",NULL,NULL,"1161000000.00000000","1161000000.00000000",NULL,NULL,"402139.000000000000","402139.000000000000"
"Suriname 1992","1992","1","0","0","1","2.689237179","404600000","419521","2.6892371790000000",NULL,NULL,"2.6892371790000000","404600000.00000000",NULL,NULL,"404600000.00000000","419521.000000000000",NULL,NULL,"419521.000000000000"
"Sweden 1964","1964","9","25","9","43","18.8082674","22532416750","7661354","2.0898074888888889","0.75233069600000000000","2.0898074888888889","0.43740156744186046512","2503601861.11111111","901296670.00000000","2503601861.11111111","524009691.86046512","851261.555555555556","306454.160000000000","851261.555555555556","178171.023255813953"
"Sweden 1968","1968","7","11","7","25","19.42426186","31066819929","7912273","2.7748945514285714","1.7658419872727273","2.7748945514285714","0.77697047440000000000","4438117132.71428571","2824256357.18181818","4438117132.71428571","1242672797.16000000","1130324.714285714286","719297.545454545455","1130324.714285714286","316490.920000000000"
"Sweden 1972","1972","10","11","5","26","19.93986837","48954145809","8122300","1.9939868370000000","1.8127153063636364","3.9879736740000000","0.76691801423076923077","4895414580.90000000","4450376891.72727273","9790829161.80000000","1882851761.88461538","812230.000000000000","738390.909090909091","1624460.000000000000","312396.153846153846"
"Sweden 1976","1976","2","1","9","12","20.18532935","89362071673","8222286","10.0926646750000000","20.1853293500000000","2.2428143722222222","1.6821107791666667","44681035836.50000000","89362071673.00000000","9929119074.77777778","7446839306.08333333","4111143.000000000000","8222286.000000000000","913587.333333333333","685190.500000000000"
"Sweden 1980","1980","29","8","6","43","20.40196671","142000000000","8310531","0.70351609344827586207","2.5502458387500000","3.4003277850000000","0.47446434209302325581","4896551724.13793103","17750000000.00000000","23666666666.66666667","3302325581.39534884","286570.034482758621","1038816.375000000000","1385088.500000000000","193268.162790697674"
"Sweden 1984","1984","34","20","10","64","20.46597717","109000000000","8336605","0.60194050500000000000","1.02329885850000000000","2.0465977170000000","0.31978089328125000000","3205882352.94117647","5450000000.00000000","10900000000.00000000","1703125000.00000000","245194.264705882353","416830.250000000000","833660.500000000000","130259.453125000000"
"Sweden 1988","1988","34","5","7","46","20.71118774","207000000000","8436489","0.60915258058823529412","4.1422375480000000","2.9587411057142857","0.45024321173913043478","6088235294.11764706","41400000000.00000000","29571428571.42857143","4500000000.00000000","248132.029411764706","1687297.800000000000","1205212.714285714286","183401.934782608696"
"Sweden 1992","1992","13","27","2","42","21.27970095","284000000000","8668067","1.6369000730769231","0.78813707222222222222","10.6398504750000000","0.50665954642857142857","21846153846.15384615","10518518518.51851852","142000000000.00000000","6761904761.90476190","666774.384615384615","321039.518518518519","4334033.500000000000","206382.547619047619"
"Sweden 1994","1994","0","1","23","24","21.55632019","229000000000","8780745",NULL,"21.5563201900000000","0.93723131260869565217","0.89818000791666666667",NULL,"229000000000.00000000","9956521739.13043478","9541666666.66666667",NULL,"8780745.000000000000","381771.521739130435","365864.375000000000"
"Sweden 1996","1996","5","23","3","31","21.7042385","292000000000","8840998","4.3408477000000000","0.94366254347826086957","7.2347461666666667","0.70013672580645161290","58400000000.00000000","12695652173.91304348","97333333333.33333333","9419354838.70967742","1768199.600000000000","384391.217391304348","2946999.333333333333","285193.483870967742"
"Sweden 1998","1998","5","2","0","7","21.72872912","271000000000","8850974","4.3457458240000000","10.8643645600000000",NULL,"3.1041041600000000","54200000000.00000000","135500000000.00000000",NULL,"38714285714.28571429","1770194.800000000000","4425487.000000000000",NULL,"1264424.857142857143"
"Sweden 2000","2000","8","20","4","32","21.78061456","263000000000","8872109","2.7225768200000000","1.0890307280000000","5.4451536400000000","0.68064420500000000000","32875000000.00000000","13150000000.00000000","65750000000.00000000","8218750000.00000000","1109013.625000000000","443605.450000000000","2218027.250000000000","277253.406250000000"
"Sweden 2002","2002","24","2","0","26","21.91035639","267000000000","8924958","0.91293151625000000000","10.9551781950000000",NULL,"0.84270601500000000000","11125000000.00000000","133500000000.00000000",NULL,"10269230769.23076923","371873.250000000000","4462479.000000000000",NULL,"343267.615384615385"
"Sweden 2004","2004","2","5","5","12","22.07869992","385000000000","8993531","11.0393499600000000","4.4157399840000000","4.4157399840000000","1.8398916600000000","192500000000.00000000","77000000000.00000000","77000000000.00000000","32083333333.33333333","4496765.500000000000","1798706.200000000000","1798706.200000000000","749460.916666666667"
"Sweden 2006","2006","8","21","35","64","22.29221704","423000000000","9080505","2.7865271300000000","1.0615341447619048","0.63692048685714285714","0.34831589125000000000","52875000000.00000000","20142857142.85714286","12085714285.71428571","6609375000.00000000","1135063.125000000000","432405.000000000000","259443.000000000000","141882.890625000000"
"Sweden 2008","2008","2","5","0","7","22.63377962","518000000000","9219637","11.3168898100000000","4.5267559240000000",NULL,"3.2333970885714286","259000000000.00000000","103600000000.00000000",NULL,"74000000000.00000000","4609818.500000000000","1843927.400000000000",NULL,"1317091.000000000000"
"Sweden 2010","2010","4","3","11","18","23.02286274","496000000000","9378126","5.7557156850000000","7.6742875800000000","2.0929875218181818","1.2790479300000000","124000000000.00000000","165333333333.33333333","45090909090.90909091","27555555555.55555556","2344531.500000000000","3126042.000000000000","852556.909090909091","521007.000000000000"
"Sweden 2012","2012","3","17","2","22","23.36962","552000000000","9519374","7.7898733333333333","1.3746835294117647","11.6848100000000000","1.0622554545454545","184000000000.00000000","32470588235.29411765","276000000000.00000000","25090909090.90909091","3173124.666666666667","559963.176470588235","4759687.000000000000","432698.818181818182"
"Sweden 2014","2014","11","32","8","51","23.80349865","582000000000","9696110","2.1639544227272727","0.74385933281250000000","2.9754373312500000","0.46673526764705882353","52909090909.09090909","18187500000.00000000","72750000000.00000000","11411764705.88235294","881464.545454545455","303003.437500000000","1212013.750000000000","190119.803921568627"
"Sweden 2016","2016","3","23","2","28","24.36244975","516000000000","9923085","8.1208165833333333","1.0592369456521739","12.1812248750000000","0.87008749107142857143","172000000000.00000000","22434782608.69565217","258000000000.00000000","18428571428.57142857","3307695.000000000000","431438.478260869565","4961542.500000000000","354395.892857142857"
"Switzerland 1964","1964","1","4","1","6","146.4589152","14480556572","5789228","146.4589152000000000","36.6147288000000000","146.4589152000000000","24.4098192000000000","14480556572.00000000","3620139143.00000000","14480556572.00000000","2413426095.33333333","5789228.000000000000","1447307.000000000000","5789228.000000000000","964871.333333333333"
"Switzerland 1968","1968","17","5","0","22","153.5041996","18942729779","6067714","9.0296588000000000","30.7008399200000000",NULL,"6.9774636181818182","1114278222.29411765","3788545955.80000000",NULL,"861033171.77272727","356924.352941176471","1213542.800000000000",NULL,"275805.181818181818"
"Switzerland 1980","1980","3","4","4","11","159.8688143","123000000000","6319408","53.2896047666666667","39.9672035750000000","39.9672035750000000","14.5335285727272727","41000000000.00000000","30750000000.00000000","30750000000.00000000","11181818181.81818182","2106469.333333333333","1579852.000000000000","1579852.000000000000","574491.636363636364"
"Switzerland 1984","1984","8","11","2","21","162.9664101","109000000000","6441865","20.3708012625000000","14.8151281909090909","81.4832050500000000","7.7603052428571429","13625000000.00000000","9909090909.09090909","54500000000.00000000","5190476190.47619048","805233.125000000000","585624.090909090909","3220932.500000000000","306755.476190476190"
"Switzerland 1988","1988","7","13","8","28","166.7982406","216000000000","6593386","23.8283200857142857","12.8306338923076923","20.8497800750000000","5.9570800214285714","30857142857.14285714","16615384615.38461538","27000000000.00000000","7714285714.28571429","941912.285714285714","507183.538461538462","824173.250000000000","235478.071428571429"
"Switzerland 1992","1992","5","0","3","8","173.9302591","280000000000","6875364","34.7860518200000000",NULL,"57.9767530333333333","21.7412823875000000","56000000000.00000000",NULL,"93333333333.33333333","35000000000.00000000","1375072.800000000000",NULL,"2291788.000000000000","859420.500000000000"
"Switzerland 1994","1994","4","8","4","16","176.9255639","301000000000","6993795","44.2313909750000000","22.1156954875000000","44.2313909750000000","11.0578477437500000","75250000000.00000000","37625000000.00000000","75250000000.00000000","18812500000.00000000","1748448.750000000000","874224.375000000000","1748448.750000000000","437112.187500000000"
"Switzerland 1996","1996","0","6","5","11","178.905302","340000000000","7071850",NULL,"29.8175503333333333","35.7810604000000000","16.2641183636363636",NULL,"56666666666.66666667","68000000000.00000000","30909090909.09090909",NULL,"1178641.666666666667","1414370.000000000000","642895.454545454545"
"Switzerland 1998","1998","3","5","6","14","179.8815358","303000000000","7110001","59.9605119333333333","35.9763071600000000","29.9802559666666667","12.8486811285714286","101000000000.00000000","60600000000.00000000","50500000000.00000000","21642857142.85714286","2370000.333333333333","1422000.200000000000","1185000.166666666667","507857.214285714286"
"Switzerland 2000","2000","2","11","1","14","181.7712317","279000000000","7184250","90.8856158500000000","16.5246574272727273","181.7712317000000000","12.9836594071428571","139500000000.00000000","25363636363.63636364","279000000000.00000000","19928571428.57142857","3592125.000000000000","653113.636363636364","7184250.000000000000","513160.714285714286"
"Switzerland 2002","2002","14","7","3","24","184.3254821","309000000000","7284753","13.1661058642857143","26.3322117285714286","61.4418273666666667","7.6802284208333333","22071428571.42857143","44142857142.85714286","103000000000.00000000","12875000000.00000000","520339.500000000000","1040679.000000000000","2428251.000000000000","303531.375000000000"
"Switzerland 2004","2004","4","2","1","7","186.9906177","404000000000","7389625","46.7476544250000000","93.4953088500000000","186.9906177000000000","26.7129453857142857","101000000000.00000000","202000000000.00000000","404000000000.00000000","57714285714.28571429","1847406.250000000000","3694812.500000000000","7389625.000000000000","1055660.714285714286"
"Switzerland 2006","2006","9","7","5","21","189.3887944","442000000000","7483934","21.0431993777777778","27.0555420571428571","37.8777588800000000","9.0185140190476190","49111111111.11111111","63142857142.85714286","88400000000.00000000","21047619047.61904762","831548.222222222222","1069133.428571428571","1496786.800000000000","356377.809523809524"
"Switzerland 2008","2008","7","1","3","11","193.5413607","567000000000","7647675","27.6487658142857143","193.5413607000000000","64.5137869000000000","17.5946691545454545","81000000000.00000000","567000000000.00000000","189000000000.00000000","51545454545.45454545","1092525.000000000000","7647675.000000000000","2549225.000000000000","695243.181818181818"
"Switzerland 2010","2010","6","0","6","12","198.0326587","599000000000","7824909","33.0054431166666667",NULL,"33.0054431166666667","16.5027215583333333","99833333333.33333333",NULL,"99833333333.33333333","49916666666.66666667","1304151.500000000000",NULL,"1304151.500000000000","652075.750000000000"
"Switzerland 2012","2012","0","2","2","4","202.390548","686000000000","7996861",NULL,"101.1952740000000000","101.1952740000000000","50.5976370000000000",NULL,"343000000000.00000000","343000000000.00000000","171500000000.00000000",NULL,"3998430.500000000000","3998430.500000000000","1999215.250000000000"
"Switzerland 2014","2014","20","4","6","30","207.2507514","727000000000","8188649","10.3625375700000000","51.8126878500000000","34.5417919000000000","6.9083583800000000","36350000000.00000000","181750000000.00000000","121166666666.66666667","24233333333.33333333","409432.450000000000","2047162.250000000000","1364774.833333333333","272954.966666666667"
"Switzerland 2016","2016","2","3","6","11","211.9315721","688000000000","8373338","105.9657860500000000","70.6438573666666667","35.3219286833333333","19.2665065545454545","344000000000.00000000","229333333333.33333333","114666666666.66666667","62545454545.45454545","4186669.000000000000","2791112.666666666667","1395556.333333333333","761212.545454545455"
"Syrian Arab Republic 1984","1984","0","1","0","1","55.40939166","19195414013","10183138",NULL,"55.4093916600000000",NULL,"55.4093916600000000",NULL,"19195414013.00000000",NULL,"19195414013.00000000",NULL,"10183138.000000000000",NULL,"10183138.000000000000"
"Syrian Arab Republic 1996","1996","0","0","1","1","80.03525411","61546280624","14708879",NULL,NULL,"80.0352541100000000","80.0352541100000000",NULL,NULL,"61546280624.00000000","61546280624.00000000",NULL,NULL,"14708879.000000000000","14708879.000000000000"
"Syrian Arab Republic 2004","2004","1","0","0","1","98.51286703","113000000000","18084007","98.5128670300000000",NULL,NULL,"98.5128670300000000","113000000000.00000000",NULL,NULL,"113000000000.00000000","18084007.000000000000",NULL,NULL,"18084007.000000000000"
"Tajikistan 2008","2008","1","1","0","2","52.33371678","5161299725","7324627","52.3337167800000000","52.3337167800000000",NULL,"26.1668583900000000","5161299725.00000000","5161299725.00000000",NULL,"2580649862.50000000","7324627.000000000000","7324627.000000000000",NULL,"3662313.500000000000"
"Tajikistan 2012","2012","1","0","0","1","56.84754215","7633036366","7956382","56.8475421500000000",NULL,NULL,"56.8475421500000000","7633036366.00000000",NULL,NULL,"7633036366.00000000","7956382.000000000000",NULL,NULL,"7956382.000000000000"
"Tajikistan 2016","2016","0","0","1","1","62.86705094","6992416097","8725318",NULL,NULL,"62.8670509400000000","62.8670509400000000",NULL,NULL,"6992416097.00000000","6992416097.00000000",NULL,NULL,"8725318.000000000000","8725318.000000000000"
"Thailand 1976","1976","1","0","0","1","81.97875864","16985208648","41882128","81.9787586400000000",NULL,NULL,"81.9787586400000000","16985208648.00000000",NULL,NULL,"16985208648.00000000","41882128.000000000000",NULL,NULL,"41882128.000000000000"
"Thailand 1984","1984","0","1","0","1","97.15736068","41797647776","49636724",NULL,"97.1573606800000000",NULL,"97.1573606800000000",NULL,"41797647776.00000000",NULL,"41797647776.00000000",NULL,"49636724.000000000000",NULL,"49636724.000000000000"
"Thailand 1988","1988","1","0","0","1","104.5449412","61667253471","53410965","104.5449412000000000",NULL,NULL,"104.5449412000000000","61667253471.00000000",NULL,NULL,"61667253471.00000000","53410965.000000000000",NULL,NULL,"53410965.000000000000"
"Thailand 1992","1992","1","0","0","1","111.450645","111000000000","56939020","111.4506450000000000",NULL,NULL,"111.4506450000000000","111000000000.00000000",NULL,NULL,"111000000000.00000000","56939020.000000000000",NULL,NULL,"56939020.000000000000"
"Thailand 1996","1996","1","0","1","2","117.8553035","183000000000","60211096","117.8553035000000000",NULL,"117.8553035000000000","58.9276517500000000","183000000000.00000000",NULL,"183000000000.00000000","91500000000.00000000","60211096.000000000000",NULL,"60211096.000000000000","30105548.000000000000"
"Thailand 2000","2000","2","0","1","3","123.444583","126000000000","63066603","61.7222915000000000",NULL,"123.4445830000000000","41.1481943333333333","63000000000.00000000",NULL,"126000000000.00000000","42000000000.00000000","31533301.500000000000",NULL,"63066603.000000000000","21022201.000000000000"
"Thailand 2004","2004","4","1","3","8","127.8380199","173000000000","65311166","31.9595049750000000","127.8380199000000000","42.6126733000000000","15.9797524875000000","43250000000.00000000","173000000000.00000000","57666666666.66666667","21625000000.00000000","16327791.500000000000","65311166.000000000000","21770388.666666666667","8163895.750000000000"
"Thailand 2008","2008","0","2","2","4","131.7861751","291000000000","67328239",NULL,"65.8930875500000000","65.8930875500000000","32.9465437750000000",NULL,"145500000000.00000000","145500000000.00000000","72750000000.00000000",NULL,"33664119.500000000000","33664119.500000000000","16832059.750000000000"
"Thailand 2012","2012","1","2","0","3","135.3657793","398000000000","69157023","135.3657793000000000","67.6828896500000000",NULL,"45.1219264333333333","398000000000.00000000","199000000000.00000000",NULL,"132666666666.66666667","69157023.000000000000","34578511.500000000000",NULL,"23052341.000000000000"
"Thailand 2016","2016","2","2","2","6","138.2039911","413000000000","70607037","69.1019955500000000","69.1019955500000000","69.1019955500000000","23.0339985166666667","206500000000.00000000","206500000000.00000000","206500000000.00000000","68833333333.33333333","35303518.500000000000","35303518.500000000000","35303518.500000000000","11767839.500000000000"
"Togo 2008","2008","1","0","0","1","114.4048906","4578847113","6222482","114.4048906000000000",NULL,NULL,"114.4048906000000000","4578847113.00000000",NULL,NULL,"4578847113.00000000","6222482.000000000000",NULL,NULL,"6222482.000000000000"
"Tonga 1996","1996","0","1","0","1","139.1597222","222100576.3","100195",NULL,"139.1597222000000000",NULL,"139.1597222000000000",NULL,"222100576.30000000",NULL,"222100576.30000000",NULL,"100195.000000000000",NULL,"100195.000000000000"
"Trinidad and Tobago 1964","1964","5","1","0","6","178.0504873","711893367.6","913399","35.6100974600000000","178.0504873000000000",NULL,"29.6750812166666667","142378673.52000000","711893367.60000000",NULL,"118648894.60000000","182679.800000000000","913399.000000000000",NULL,"152233.166666666667"
"Trinidad and Tobago 1976","1976","0","0","1","1","208.1278752","2500410584","1067696",NULL,NULL,"208.1278752000000000","208.1278752000000000",NULL,NULL,"2500410584.00000000","2500410584.00000000",NULL,NULL,"1067696.000000000000","1067696.000000000000"
